issn,issn_norm,title,title_norm,publisher,imprint,model,usd,eur,gbp,source
1433-4909,14334909,Extremophiles,extremophiles,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
1476-5454,14765454,Eye,eye,Springer Nature,Springer Nature,hybrid,5490,4290,3690,2026 Springer Nature hybrid journals.pdf
1612-4820,16124820,Facies,facies,Springer Nature,Springer,hybrid,3890,2990,2590,2026 Springer Nature hybrid journals.pdf
1573-7292,15737292,Familial Cancer,familial cancer,Springer Nature,Springer,hybrid,4990,3990,3090,2026 Springer Nature hybrid journals.pdf
1572-8455,15728455,Feminist Legal Studies,feminist legal studies,Springer Nature,Springer,hybrid,3190,2590,2290,2026 Springer Nature hybrid journals.pdf
1432-5411,14325411,Few-Body Systems,few body systems,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
1432-1122,14321122,Finance and Stochastics,finance stochastics,Springer Nature,Springer,hybrid,3090,2490,2190,2026 Springer Nature hybrid journals.pdf
2373-8529,23738529,Financial Markets and Portfolio Management,financial markets portfolio management,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
1572-8099,15728099,Fire Technology,fire technology,Springer Nature,Springer,hybrid,3190,2590,2290,2026 Springer Nature hybrid journals.pdf
1573-5168,15735168,Fish Physiology and Biochemistry,fish physiology biochemistry,Springer Nature,Springer,hybrid,3990,3090,2690,2026 Springer Nature hybrid journals.pdf
1444-2906,14442906,Fisheries Science,fisheries science,Springer Nature,Springer,hybrid,3990,2990,2590,2026 Springer Nature hybrid journals.pdf
1936-6590,19366590,Flexible Services and Manufacturing Journal,flexible services manufacturing journal,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
1573-1987,15731987,"Flow, Turbulence and Combustion",flow turbulence combustion,Springer Nature,Springer,hybrid,4190,3190,2790,2026 Springer Nature hybrid journals.pdf
1874-9348,18749348,Folia Geobotanica,folia geobotanica,Springer Nature,Springer,hybrid,3890,2990,2590,2026 Springer Nature hybrid journals.pdf
1874-9356,18749356,Folia Microbiologica,folia microbiologica,Springer Nature,Springer,hybrid,4190,3190,2790,2026 Springer Nature hybrid journals.pdf
1936-976X,1936976X,Food Analytical Methods,food analytical methods,Springer Nature,Springer,hybrid,4190,3090,2690,2026 Springer Nature hybrid journals.pdf
1935-5149,19355149,Food and Bioprocess Technology,food bioprocess technology,Springer Nature,Springer,hybrid,4390,3290,2890,2026 Springer Nature hybrid journals.pdf
1867-0342,18670342,Food and Environmental Virology,food environmental virology,Springer Nature,Springer,hybrid,4890,3890,3090,2026 Springer Nature hybrid journals.pdf
1557-1866,15571866,Food Biophysics,food biophysics,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
1866-7929,18667929,Food Engineering Reviews,food engineering reviews,Springer Nature,Springer,hybrid,5090,4090,3290,2026 Springer Nature hybrid journals.pdf
2364-6861,23646861,Food Ethics,food ethics,Springer Nature,Springer,hybrid,3590,2890,2590,2026 Springer Nature hybrid journals.pdf
1876-4525,18764525,Food Security,food security,Springer Nature,Springer,hybrid,4490,3390,2990,2026 Springer Nature hybrid journals.pdf
1556-2891,15562891,"Forensic Science, Medicine and Pathology",forensic science medicine pathology,Springer Nature,Springer,hybrid,4590,3490,2890,2026 Springer Nature hybrid journals.pdf
1860-8973,18608973,Forensic Toxicology,forensic toxicology,Springer Nature,Springer,hybrid,4890,3890,3090,2026 Springer Nature hybrid journals.pdf
1862-7080,18627080,"Forensische Psychiatrie, Psychologie, Kriminologie",forensische psychiatrie psychologie kriminologie,Springer Nature,Springer,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
1938-3738,19383738,Forest Science,forest science,Springer Nature,Springer,hybrid,3890,3290,2790,2026 Springer Nature hybrid journals.pdf
1572-8102,15728102,Formal Methods in System Design,formal methods system design,Springer Nature,Springer,hybrid,3690,2890,2490,2026 Springer Nature hybrid journals.pdf
1434-0860,14340860,Forschung im Ingenieurwesen,forschung im ingenieurwesen,Springer Nature,Springer,hybrid,3390,2890,2390,2026 Springer Nature hybrid journals.pdf
1437-0751,14370751,Forum der Psychoanalyse,forum der psychoanalyse,Springer Nature,SpringerMedizin,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
1572-8463,15728463,Foundations of Chemistry,foundations chemistry,Springer Nature,Springer,hybrid,3190,2590,2290,2026 Springer Nature hybrid journals.pdf
1615-3383,16153383,Foundations of Computational Mathematics,foundations computational mathematics,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
1572-9516,15729516,Foundations of Physics,foundations physics,Springer Nature,Springer,hybrid,3690,2890,2490,2026 Springer Nature hybrid journals.pdf
1572-8471,15728471,Foundations of Science,foundations science,Springer Nature,Springer,hybrid,3490,2890,2590,2026 Springer Nature hybrid journals.pdf
1314-2224,13142224,Fractional Calculus and Applied Analysis,fractional calculus applied analysis,Springer Nature,Springer,hybrid,3990,3090,2690,2026 Springer Nature hybrid journals.pdf
1476-3427,14763427,French Politics,french politics,Springer Nature,Palgrave Macmillan,hybrid,3190,2590,2290,2026 Springer Nature hybrid journals.pdf
2097-3926,20973926,Frontiers of Digital Education,frontiers digital education,Springer Nature,Springer,hybrid,3590,3090,2690,2026 Springer Nature hybrid journals.pdf
2198-2600,21982600,Fudan Journal of the Humanities and Social Sciences,fudan journal humanities social sciences,Springer Nature,Springer,hybrid,3390,2790,2490,2026 Springer Nature hybrid journals.pdf
1438-7948,14387948,Functional & Integrative Genomics,functional integrative genomics,Springer Nature,Springer,hybrid,4290,3190,2790,2026 Springer Nature hybrid journals.pdf
1573-2908,15732908,Fuzzy Optimization and Decision Making,fuzzy optimization decision making,Springer Nature,Springer,hybrid,3990,2990,2590,2026 Springer Nature hybrid journals.pdf
1436-3305,14363305,Gastric Cancer,gastric cancer,Springer Nature,Springer,hybrid,5690,4390,3690,2026 Springer Nature hybrid journals.pdf
1434-3932,14343932,Gefässchirurgie,gef sschirurgie,Springer Nature,SpringerMedizin,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
1869-2680,18692680,GEM - International Journal on Geomathematics,gem international journal geomathematics,Springer Nature,Springer,hybrid,3590,2890,2590,2026 Springer Nature hybrid journals.pdf
1936-4717,19364717,Gender Issues,gender issues,Springer Nature,Springer,hybrid,3390,2790,2490,2026 Springer Nature hybrid journals.pdf
1476-5462,14765462,Gene Therapy,gene therapy,Springer Nature,Springer Nature,hybrid,5790,4690,3890,2026 Springer Nature hybrid journals.pdf
1572-9532,15729532,General Relativity and Gravitation,general relativity gravitation,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
1863-6713,18636713,General Thoracic and Cardiovascular Surgery,general thoracic cardiovascular surgery,Springer Nature,Springer,hybrid,3890,2990,2590,2026 Springer Nature hybrid journals.pdf
1476-5470,14765470,Genes & Immunity,genes immunity,Springer Nature,Springer Nature,hybrid,5390,4190,3290,2026 Springer Nature hybrid journals.pdf
1573-7632,15737632,Genetic Programming and Evolvable Machines,genetic programming evolvable machines,Springer Nature,Springer,hybrid,3090,2490,2190,2026 Springer Nature hybrid journals.pdf
1573-5109,15735109,Genetic Resources and Crop Evolution,genetic resources crop evolution,Springer Nature,Springer,hybrid,4290,3190,2790,2026 Springer Nature hybrid journals.pdf
1573-6857,15736857,Genetica,genetica,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
2524-7662,25247662,Genome Instability & Disease,genome instability disease,Springer Nature,Springer,hybrid,2390,2190,1990,2026 Springer Nature hybrid journals.pdf
1867-2485,18672485,Geoheritage,geoheritage,Springer Nature,Springer,hybrid,3990,2990,2590,2026 Springer Nature hybrid journals.pdf
1573-7624,15737624,GeoInformatica,geoinformatica,Springer Nature,Springer,hybrid,3690,2990,2690,2026 Springer Nature hybrid journals.pdf
1572-9893,15729893,GeoJournal,geojournal,Springer Nature,Springer,hybrid,3390,2790,2490,2026 Springer Nature hybrid journals.pdf
1432-1157,14321157,Geo-Marine Letters,geo marine letters,Springer Nature,Springer,hybrid,3890,3090,2690,2026 Springer Nature hybrid journals.pdf
1572-9168,15729168,Geometriae Dedicata,geometriae dedicata,Springer Nature,Springer,hybrid,3090,2490,2190,2026 Springer Nature hybrid journals.pdf
1420-8970,14208970,Geometric and Functional Analysis,geometric functional analysis,Springer Nature,Birkhäuser,hybrid,3390,2790,2490,2026 Springer Nature hybrid journals.pdf
1598-7477,15987477,Geosciences Journal,geosciences journal,Springer Nature,Springer,hybrid,3290,2790,2390,2026 Springer Nature hybrid journals.pdf
1573-1529,15731529,Geotechnical and Geological Engineering,geotechnical geological engineering,Springer Nature,Springer,hybrid,3390,2790,2390,2026 Springer Nature hybrid journals.pdf
2509-3150,25093150,German Journal of Exercise and Sport Research,german journal exercise sport research,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
2509-2723,25092723,GeroScience,geroscience,Springer Nature,Springer,hybrid,4690,3590,2990,2026 Springer Nature hybrid journals.pdf
2363-5150,23635150,Glass Structures & Engineering,glass structures engineering,Springer Nature,Springer,hybrid,2990,2390,2090,2026 Springer Nature hybrid journals.pdf
2662-9275,26629275,Global Implementation Research and Applications,global implementation research applications,Springer Nature,Springer,hybrid,2390,2190,2190,2026 Springer Nature hybrid journals.pdf
0974-0198,09740198,Global Journal of Flexible Systems Management,global journal flexible systems management,Springer Nature,Springer,hybrid,3190,2590,2290,2026 Springer Nature hybrid journals.pdf
2948-1538,29481538,Global Philosophy,global philosophy,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
2730-6305,27306305,Global Public Policy and Governance,global public policy governance,Springer Nature,Springer,hybrid,3390,2790,2390,2026 Springer Nature hybrid journals.pdf
2196-8799,21968799,Global Social Welfare,global social welfare,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
2731-4588,27314588,Global Surgical Education - Journal of the Association for Surgical Education,global surgical education journal association surgical education,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
1573-4986,15734986,Glycoconjugate Journal,glycoconjugate journal,Springer Nature,Springer,hybrid,4190,3190,2790,2026 Springer Nature hybrid journals.pdf
1521-1886,15211886,GPS Solutions,gps solutions,Springer Nature,Springer,hybrid,4390,3290,2890,2026 Springer Nature hybrid journals.pdf
1435-702X,1435702X,Graefe's Archive for Clinical and Experimental Ophthalmology,graefe s archive clinical experimental ophthalmology,Springer Nature,Springer,hybrid,4990,3990,3090,2026 Springer Nature hybrid journals.pdf
1434-7636,14347636,Granular Matter,granular matter,Springer Nature,Springer,hybrid,3990,3090,2690,2026 Springer Nature hybrid journals.pdf
2731-6513,27316513,Graphene and 2D Materials,graphene 2d materials,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
1435-5914,14355914,Graphs and Combinatorics,graphs combinatorics,Springer Nature,Springer,hybrid,3190,2590,2290,2026 Springer Nature hybrid journals.pdf
1572-9907,15729907,Group Decision and Negotiation,group decision negotiation,Springer Nature,Springer,hybrid,3390,2790,2490,2026 Springer Nature hybrid journals.pdf
1432-1165,14321165,Grundwasser,grundwasser,Springer Nature,Springer,hybrid,3290,2790,2390,2026 Springer Nature hybrid journals.pdf
2366-6218,23666218,pe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (,pe interaktion organisation zeitschrift f r angewandte organisationspsychologie,Springer Nature,GIO) Springer,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
3005-0766,30050766,Gynäkologie in der Praxis,gyn kologie der praxis,Springer Nature,SpringerMedizin,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
1610-2908,16102908,Gynäkologische Endokrinologie,gyn kologische endokrinologie,Springer Nature,SpringerMedizin,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
1876-4053,18764053,Hague Journal on the Rule of Law,hague journal rule law,Springer Nature,Springer,hybrid,3690,2990,2690,2026 Springer Nature hybrid journals.pdf
2192-6484,21926484,hautnah,hautnah,Springer Nature,SpringerMedizin,hybrid,3490,2890,2490,2026 Springer Nature hybrid journals.pdf
1936-0568,19360568,Head and Neck Pathology,head neck pathology,Springer Nature,Springer,hybrid,4090,3190,2790,2026 Springer Nature hybrid journals.pdf
2190-7196,21907196,Health and Technology,health technology,Springer Nature,Springer,hybrid,3490,2890,2590,2026 Springer Nature hybrid journals.pdf
1573-3394,15733394,Health Care Analysis,health care analysis,Springer Nature,Springer,hybrid,4390,3690,2890,2026 Springer Nature hybrid journals.pdf
1572-9389,15729389,Health Care Management Science,health care management science,Springer Nature,Springer,hybrid,3090,2490,2190,2026 Springer Nature hybrid journals.pdf
2047-2501,20472501,Health Information Science and Systems,health information science systems,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
1572-9400,15729400,Health Services and Outcomes Research Methodology,health services outcomes research methodology,Springer Nature,Springer,hybrid,4090,3090,2690,2026 Springer Nature hybrid journals.pdf
1615-2573,16152573,Heart and Vessels,heart vessels,Springer Nature,Springer,hybrid,4390,3290,2890,2026 Springer Nature hybrid journals.pdf
1573-7322,15737322,Heart Failure Reviews,heart failure reviews,Springer Nature,Springer,hybrid,5090,3990,3190,2026 Springer Nature hybrid journals.pdf
1432-1181,14321181,Heat and Mass Transfer,heat mass transfer,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
1572-8498,15728498,HEC Forum,hec forum,Springer Nature,Springer,hybrid,3290,2690,2390,2026 Springer Nature hybrid journals.pdf
